"Geneid" "Allel" "Tissue" "Value"
"111" "Ntsc7886" "sa" "veg" 0.12844350387106
"112" "Ntsc7886" "sa" "sex" 0.326598076201649
"113" "Ntsc3924" "BA" "veg" 0.135087374500438
"114" "Ntsc3924" "BA" "sex" -0.291657428621694
"115" "Ntsc3924" "sa" "veg" -0.682858772838438
"116" "Ntsc3924" "sa" "sex" 0.0913579703307112
"117" "Ntsc1447" "BA" "veg" 0.47789261139667
"118" "Ntsc1447" "BA" "sex" -0.505153585388604
"119" "Ntsc1447" "sa" "veg" -0.722432613337115
"120" "Ntsc1447" "sa" "sex" -0.988980812617478
"121" "Ntsc1439" "BA" "veg" 0.850928187201839
"122" "Ntsc1439" "BA" "sex" 0.162502028301676
"123" "Ntsc1439" "sa" "veg" 0.57260782889405
"124" "Ntsc1439" "sa" "sex" -0.144374187526826
"125" "Ntsc3923" "BA" "veg" 0.526726218934331
"126" "Ntsc3923" "BA" "sex" -0.345456147478439
"127" "Ntsc3923" "sa" "veg" 0.838699145535323
"128" "Ntsc3923" "sa" "sex" -0.898983361167996
"129" "Ntsc3907" "BA" "veg" -0.65912542871143
"130" "Ntsc3907" "BA" "sex" 0.613080995918986
"131" "Ntsc3907" "sa" "veg" 0.0632481246844474
"132" "Ntsc3907" "sa" "sex" -0.109026888444303
"133" "Ntsc3915" "BA" "veg" -0.261959804200369
"134" "Ntsc3915" "BA" "sex" -0.91923608526108
"135" "Ntsc3915" "sa" "veg" 0.145433482600205
"136" "Ntsc3915" "sa" "sex" 0.0843503800976361
"137" "Ntsc3914" "BA" "veg" -0.757617368484961
"138" "Ntsc3914" "BA" "sex" -0.193147634628899
"139" "Ntsc3914" "sa" "veg" 0.106474706313439
"140" "Ntsc3914" "sa" "sex" 0.542276768597978
"141" "Ntsc3906" "BA" "veg" 0.30536007063866
"142" "Ntsc3906" "BA" "sex" 0.930964844820527
"143" "Ntsc3906" "sa" "veg" 0.901244907508337
"144" "Ntsc3906" "sa" "sex" 0.0227315693081643
"145" "Ntsc7885" "BA" "veg" 0.140349985994875
"146" "Ntsc7885" "BA" "sex" 0.678319425317554
"147" "Ntsc7885" "sa" "veg" -0.254647210887523
"148" "Ntsc7885" "sa" "sex" 0.044238376436487
"149" "Ntsc1435" "BA" "veg" NA
"150" "Ntsc1435" "BA" "sex" NA
"151" "Ntsc1435" "sa" "veg" NA
"152" "Ntsc1435" "sa" "sex" NA
"153" "Ntsc7884" "BA" "veg" -0.521098114463275
"154" "Ntsc7884" "BA" "sex" 0.614103799085134
"155" "Ntsc7884" "sa" "veg" -0.725852336559526
"156" "Ntsc7884" "sa" "sex" -0.171701976719188
"157" "Ntsc7889" "BA" "veg" NA
"158" "Ntsc7889" "BA" "sex" NA
"159" "Ntsc7889" "sa" "veg" NA
"160" "Ntsc7889" "sa" "sex" NA
"161" "Ntsc3905" "BA" "veg" -0.854356003817509
"162" "Ntsc3905" "BA" "sex" 0.716958767577615
"163" "Ntsc3905" "sa" "veg" -0.561921300671468
"164" "Ntsc3905" "sa" "sex" 0.30672699809483
"165" "Ntsc3913" "BA" "veg" 0.500667692102898
"166" "Ntsc3913" "BA" "sex" 0.171913148341025
"167" "Ntsc3913" "sa" "veg" 0.384462830454856
"168" "Ntsc3913" "sa" "sex" 0.308681639550126
"169" "Ntsc3912" "BA" "veg" -0.532884949920628
"170" "Ntsc3912" "BA" "sex" 0.417040970046145
"171" "Ntsc3912" "sa" "veg" -0.0235997251174138
"172" "Ntsc3912" "sa" "sex" -0.427661345829298
"173" "Ntsc3932" "BA" "veg" -0.102506466429143
"174" "Ntsc3932" "BA" "sex" -0.57722917443468
"175" "Ntsc3932" "sa" "veg" 0.26844587661856
"176" "Ntsc3932" "sa" "sex" -0.413004999106822
"177" "Ntsc3904" "BA" "veg" -0.604190166194348
"178" "Ntsc3904" "BA" "sex" -0.423425310676896
"179" "Ntsc3904" "sa" "veg" -0.868736622336851
"180" "Ntsc3904" "sa" "sex" -0.16676233112928
"181" "Ntsc1446" "BA" "veg" -0.450003291695845
"182" "Ntsc1446" "BA" "sex" -0.0263898982148745
"183" "Ntsc1446" "sa" "veg" -0.281786925304064
"184" "Ntsc1446" "sa" "sex" -0.807318197978926
"185" "Ntsc1445" "BA" "veg" -0.353484150559519
"186" "Ntsc1445" "BA" "sex" 0.494787409570785
"187" "Ntsc1445" "sa" "veg" -0.0886701149257859
"188" "Ntsc1445" "sa" "sex" 0.406068518905488
"189" "Ntsc3903" "BA" "veg" -0.886792163129037
"190" "Ntsc3903" "BA" "sex" 0.512648186283685
"191" "Ntsc3903" "sa" "veg" -0.297262864019614
"192" "Ntsc3903" "sa" "sex" 0.902704838333233
"193" "Ntsc3902" "BA" "veg" 0.352460900838629
"194" "Ntsc3902" "BA" "sex" 0.897780081504002
"195" "Ntsc3902" "sa" "veg" 0.729293370565024
"196" "Ntsc3902" "sa" "sex" 0.670487139314346
"197" "Ntsc7888" "BA" "veg" -0.671096330007002
"198" "Ntsc7888" "BA" "sex" 0.0226414943893383
"199" "Ntsc7888" "sa" "veg" 0.045173415754721
"200" "Ntsc7888" "sa" "sex" -0.153456878872196
"201" "Ntsc3901" "BA" "veg" -0.253192017290138
"202" "Ntsc3901" "BA" "sex" -0.893867973707327
"203" "Ntsc3901" "sa" "veg" 0.318582223713946
"204" "Ntsc3901" "sa" "sex" -0.0948758858047045
"205" "Ntsc1444" "BA" "veg" 0.898280019360827
"206" "Ntsc1444" "BA" "sex" -0.410537935430751
"207" "Ntsc1444" "sa" "veg" -0.839902321649734
"208" "Ntsc1444" "sa" "sex" -0.809108453693524
"209" "Ntsc3911" "BA" "veg" 0.570655337055709
"210" "Ntsc3911" "BA" "sex" -0.457640876298062
"211" "Ntsc3911" "sa" "veg" -0.408937745235814
"212" "Ntsc3911" "sa" "sex" -0.0150474661111791
"213" "Ntsc3910" "BA" "veg" -0.0862981338657104
"214" "Ntsc3910" "BA" "sex" 0.181574156387171
"215" "Ntsc3910" "sa" "veg" -0.827029438819626
"216" "Ntsc3910" "sa" "sex" 0.835329144548367
"217" "Ntsc3900" "BA" "veg" 0.149536407606532
"218" "Ntsc3900" "BA" "sex" 0.754348836877167
"219" "Ntsc3900" "sa" "veg" 0.174924852290954
"220" "Ntsc3900" "sa" "sex" 0.493817526069753
"221" "Ntsc3899" "BA" "veg" -0.459821593599512
"222" "Ntsc3899" "BA" "sex" -0.529880686893623
"223" "Ntsc3899" "sa" "veg" -0.675883941264918
"224" "Ntsc3899" "sa" "sex" -0.377369397880282
"225" "Ntsc3898" "BA" "veg" 0.340679866311547
"226" "Ntsc3898" "BA" "sex" -0.0322932452401862
"227" "Ntsc3898" "sa" "veg" -0.904613942706476
"228" "Ntsc3898" "sa" "sex" -0.891289908156335
"229" "Ntsc1434" "BA" "veg" 0.202318832754995
"230" "Ntsc1434" "BA" "sex" -0.662499384753901
"231" "Ntsc1434" "sa" "veg" -0.57271945406293
"232" "Ntsc1434" "sa" "sex" 0.0567810019276491
"233" "Ntsc1433" "BA" "veg" -0.786662472723577
"234" "Ntsc1433" "BA" "sex" 0.0240254013927244
"235" "Ntsc1433" "sa" "veg" -0.565965464692331
"236" "Ntsc1433" "sa" "sex" -0.488270000861131
"237" "Ntsc3897" "BA" "veg" -0.780750741032094
"238" "Ntsc3897" "BA" "sex" 0.602291684376096
"239" "Ntsc3897" "sa" "veg" -0.358495997835981
"240" "Ntsc3897" "sa" "sex" -0.645719193019793
"241" "Ntsc1432" "BA" "veg" -0.304084732829843
"242" "Ntsc1432" "BA" "sex" -0.406039488014051
"243" "Ntsc1432" "sa" "veg" 0.710259421211692
"244" "Ntsc1432" "sa" "sex" 0.567154374397006
"245" "Ntsc3896" "BA" "veg" 0.700658654465755
"246" "Ntsc3896" "BA" "sex" 0.53849771646543
"247" "Ntsc3896" "sa" "veg" -0.0845913731391771
"248" "Ntsc3896" "sa" "sex" 0.341749180169544
"249" "Ntsc1428" "BA" "veg" -0.273156949731754
"250" "Ntsc1428" "BA" "sex" 0.411137848120859
"251" "Ntsc1428" "sa" "veg" -0.203843691028549
"252" "Ntsc1428" "sa" "sex" -0.230406386298185
"253" "Ntsc1431" "BA" "veg" 0.238731408031333
"254" "Ntsc1431" "BA" "sex" 0.190397081949247
"255" "Ntsc1431" "sa" "veg" 0.579674075344266
"256" "Ntsc1431" "sa" "sex" 0.0944404578320619
"257" "Ntsc1430" "BA" "veg" 0.746157419678934
"258" "Ntsc1430" "BA" "sex" 0.717710493036352
"259" "Ntsc1430" "sa" "veg" 0.0454660290278075
"260" "Ntsc1430" "sa" "sex" 0.949507103039306
"261" "Ntsc1429" "BA" "veg" -0.472824458073285
"262" "Ntsc1429" "BA" "sex" 0.559041353151873
"263" "Ntsc1429" "sa" "veg" -0.440247470413412
