"Geneid" "Allel" "Tissue" "Value"
"389" "Ntsc3868" "BA" "veg" -0.0545544725589981
"390" "Ntsc3868" "BA" "sex" -0.425524885960185
"391" "Ntsc3868" "sa" "veg" 0.414613991448385
"392" "Ntsc3868" "sa" "sex" 0.130930734141595
"393" "Ntsc3869" "BA" "veg" -0.878755813322803
"394" "Ntsc3869" "BA" "sex" -0.250950573771391
"395" "Ntsc3869" "sa" "veg" 0.349148624377588
"396" "Ntsc3869" "sa" "sex" -0.796495299361372
"397" "Ntsc3867" "BA" "veg" 0.807406193873172
"398" "Ntsc3867" "BA" "sex" 0.163663417676994
"399" "Ntsc3867" "sa" "veg" 0.537328395407574
"400" "Ntsc3867" "sa" "sex" -0.338237729865788
"401" "Ntsc1419" "BA" "veg" -0.195900977492345
"402" "Ntsc1419" "BA" "sex" 0.65873254924026
"403" "Ntsc1419" "sa" "veg" -0.86196066643217
"404" "Ntsc1419" "sa" "sex" 0.523722936566382
"405" "Ntsc3861" "BA" "veg" -0.829227982896771
"406" "Ntsc3861" "BA" "sex" -0.218217890235992
"407" "Ntsc3861" "sa" "veg" -0.185485206700593
"408" "Ntsc3861" "sa" "sex" 0.130930734141595
"409" "Ntsc3866" "BA" "veg" -0.0872871560943969
"410" "Ntsc3866" "BA" "sex" 0.0920087412456472
"411" "Ntsc3866" "sa" "veg" -0.141841628653395
"412" "Ntsc3866" "sa" "sex" -0.195900977492345
"413" "Ntsc3865" "BA" "veg" -0.223886831419822
"414" "Ntsc3865" "BA" "sex" 0.905604244479368
"415" "Ntsc3865" "sa" "veg" -0.0981980506061965
"416" "Ntsc3865" "sa" "sex" 0.250950573771391
"417" "Ntsc3860" "BA" "veg" -0.30224722241676
"418" "Ntsc3860" "BA" "sex" -0.912338838035777
"419" "Ntsc3860" "sa" "veg" -0.589188303637179
"420" "Ntsc3860" "sa" "sex" -0.338237729865788
"421" "Ntsc3871" "BA" "veg" -0.458968004410636
"422" "Ntsc3871" "BA" "sex" -0.369413271842707
"423" "Ntsc3871" "sa" "veg" 0.170782512765993
"424" "Ntsc3871" "sa" "sex" 0.621920987172578
"425" "Ntsc3864" "BA" "veg" 0.727632202114423
"426" "Ntsc3864" "BA" "sex" -0.229128784747792
"427" "Ntsc3864" "sa" "veg" 0.807406193873172
"428" "Ntsc3864" "sa" "sex" 0.167915123564867
"429" "Ntsc3870" "BA" "veg" -0.557802993801736
"430" "Ntsc3870" "BA" "sex" 0.240039679259592
"431" "Ntsc3870" "sa" "veg" -0.807406193873172
"432" "Ntsc3870" "sa" "sex" 0.698297248755175
"433" "Ntsc1418" "BA" "veg" -0.0279858539274778
"434" "Ntsc1418" "BA" "sex" -0.0559717078549556
"435" "Ntsc1418" "sa" "veg" 0.218217890235992
"436" "Ntsc1418" "sa" "sex" -0.27277236279499
"437" "Ntsc3859" "BA" "veg" -0.316415940842189
"438" "Ntsc3859" "BA" "sex" 0.130930734141595
"439" "Ntsc3859" "sa" "veg" 0.632831881684378
"440" "Ntsc3859" "sa" "sex" 0.789201080754874
"441" "Ntsc3863" "BA" "veg" -0.0872871560943969
"442" "Ntsc3863" "BA" "sex" 0.03659625273557
"443" "Ntsc3863" "sa" "veg" -0.263067026918291
